,GEO.display-label,2010,2011,2012,2013,2014,2015,2016,2017
971,"Oceano CDP, California",13.2,14.1,16.3,18.9,18.5,20.2,21.2,18.8
972,"Oceanside city, California",10.1,10.9,11.8,13.3,13.8,14.1,13.7,12.9
973,"Ocotillo CDP, California",37.3,41.1,36,52.3,59.3,48,43.7,45.6
974,"Oildale CDP, California",25.7,27.3,29.9,30.8,31.9,29.3,27.1,27.5
975,"Ojai city, California",5.6,7.3,10.4,11.5,14.1,12.8,10.9,8.5
976,"Olancha CDP, California",0,0,0,0,0,0,0,0
977,"Old Fig Garden CDP, California",11.2,17.9,20.7,25.7,25.6,22.5,17,13.8
978,"Old Station CDP, California",0,0,0,0,0,0,0,20.6
979,"Olivehurst CDP, California",24.4,26.8,22.5,19.5,19.8,18.8,16.5,14.7
980,"Ontario city, California",12.7,15.7,16.4,18.1,18.3,18.1,17,16.2
981,"Onyx CDP, California",0,0,0,43.9,34.2,34.4,40.8,48
982,"Pleasure Point CDP, California",9.2,9.5,13.1,12.6,14.6,13.9,15,11.6
983,"Orange city, California",9.1,10.2,10.7,11.8,12.6,13.2,12.8,12.5
984,"Orange Cove city, California",43.9,39.5,46.3,49.2,49.6,53,51.6,45.9
985,"Orangevale CDP, California",6.2,6.2,7.3,7.7,8.9,9.2,9.8,9
986,"Orcutt CDP, California",5.5,5.8,6.9,6.5,6.6,6.1,6.5,6.8
987,"Orick CDP, California",7.3,16.3,24.3,25.9,29.9,30.3,34.6,25.4
988,"Orinda city, California",2.2,1.7,1.5,1.5,1.4,2.2,2.6,2.6
989,"Orland city, California",17,16.1,22.4,26.7,24.7,27.9,26,24.4
990,"Orosi CDP, California",35.1,34.5,32.4,32.9,28.7,26.6,25.6,25.7
991,"Oroville city, California",22.5,26.6,25,23.3,24.5,23.8,25.6,26.6
992,"Oroville East CDP, California",9,10.3,10.8,13.8,13.7,13,12.7,12.2
993,"Oxnard city, California",15.1,15.3,15.9,16.7,16,16.6,16.3,15.6
994,"Pacheco CDP, California",12.1,10.7,16.2,15.3,17.9,12.8,11.7,6.3
995,"Pacifica city, California",4.8,4.1,4.6,4.8,5.5,6.1,5.5,4.9
996,"Pacific Grove city, California",6.8,7.9,8,8.8,7.8,7.6,6.7,6.7
997,"Pajaro CDP, California",27.6,24,38.1,33.6,38.1,31.9,29.5,14.3
998,"Pajaro Dunes CDP, California",0,20.6,19.2,17.3,21.2,21.6,6.6,3.8
999,"Palermo CDP, California",16.3,20.1,20.4,21.6,24,24.3,24.5,24.5
1000,"Palmdale city, California",17.7,18.3,19.4,21.2,21.3,21.3,20.6,18.6
1001,"Palm Desert city, California",8.8,8.7,9.2,9.8,10.5,10.8,12.4,12.5
1002,"Palm Springs city, California",11.9,13.3,15.8,18.2,17.8,18.9,19.4,18.5
1003,"Palo Alto city, California",5.7,5.4,4.9,5.7,5.3,5.4,5.9,6
1004,"Palo Cedro CDP, California",15.1,11.8,9.3,7.9,9,2.2,9,9.1
1005,"Palos Verdes Estates city, California",1.8,1.7,2.8,3.2,3.5,3.6,5.5,4.7
1006,"Palo Verde CDP, California",0,0,0,0,0,0,0,0
1007,"Panorama Heights CDP, California",13.3,16.3,18.6,20,18.4,0,0,0
1008,"Paradise town, California",12.6,15.5,16.7,17.5,18.1,16,14.1,13.7
1009,"Paradise CDP, California",0,1.3,1.6,2,5.1,6.5,5.7,6.1
1010,"Paradise Park CDP, California",9.9,7.7,6,7.3,6.6,0,0,0
1011,"Paramount city, California",19.2,21.2,21.9,22.1,24.5,23.1,22.1,20.3
1012,"Parklawn CDP, California",31.9,29.5,24.8,21.1,9.8,20.3,21.1,20.2
1013,"Parksdale CDP, California",19,23.9,33.9,32.3,35.4,36.7,32.3,29.9
1014,"Parkway CDP, California",24.2,24.1,29.3,30.6,30.3,29.5,30,28.3
1015,"Parkwood CDP, California",33.8,42.9,37.2,29.2,36.9,31.2,25.9,30.5
1016,"Parlier city, California",29.5,28.9,31.1,35.5,41.7,42.3,43.9,40.8
1017,"Pasadena city, California",13.5,12.8,12.9,13.2,14.6,15.3,15.8,15.5
1018,"Pasatiempo CDP, California",6.8,4.7,5.1,3.3,0,0,1.2,2.1
1019,"Paskenta CDP, California",33.7,38,19.7,3.4,3.8,8.3,9.5,8.4
1020,"Patterson city, California",11.5,14.6,15.1,16,18.6,21.8,20.1,17.2
1021,"Patterson Tract CDP, California",24.6,29.7,22.1,13.7,13.5,18.3,21.6,40.5
1022,"Patton Village CDP, California",25.1,5,10.9,12.9,6.8,2.8,4.2,9.2
1023,"Paxton CDP, California",-,-,-,-,-,-,-,-
1024,"Paynes Creek CDP, California",5,5.4,12,9.3,7.3,5.7,6.5,0
1025,"Pearsonville CDP, California",0,0,0,0,0,0,0,0
1026,"Penngrove CDP, California",11.3,8.5,7.3,5.7,9.8,9.4,9,6.3
1027,"Penn Valley CDP, California",4.1,9.1,6.8,6.9,29.6,43.8,41.1,38.2
1028,"Penryn CDP, California",0.9,0.9,0,0,5.7,7.6,6.8,11.7
1029,"Perris city, California",22.3,25.4,28.2,25.9,26.3,25.3,23.6,21.2
1030,"Pescadero CDP, California",13.4,22,16.8,35.2,26.8,28.5,28,46
1031,"Petaluma city, California",7.5,8.7,9.1,9.6,10.8,9.3,8.6,8.7
1032,"Peters CDP, California",9.7,11,10,8.7,9.8,0,1.9,4.9
1033,"Phelan CDP, California",13.5,16,15.3,13.7,14.5,17,16.6,16.1
1034,"Phillipsville CDP, California",100,53.8,48.2,0,0,0,39.5,53.6
1035,"Philo CDP, California",47.1,32.6,55.7,45.8,30.4,27.8,41.7,24.1
1036,"Phoenix Lake CDP, California",3.1,2.9,5.7,5.3,4.6,5.5,7.4,6
1037,"Pico Rivera city, California",11,11.5,13.4,13,14.5,13.7,12.4,10.6
1038,"Piedmont city, California",2.4,2.5,1.8,4.1,4.7,5.2,5,4.9
1039,"Pierpoint CDP, California",0,0,0,0,0,0,-,-
1040,"Pike CDP, California",6.7,27.4,36.2,32.8,29.4,39.8,15.4,0
1041,"Pine Canyon CDP, California",6.2,5.6,6.6,8.8,13.8,9.9,11.1,9.4
1042,"Pine Flat CDP, California",29,43,33.1,26.8,26.9,24.5,20.2,39.8
1043,"Pine Grove CDP, California",3.9,8.5,9.6,10.4,8.7,13.1,8.8,10.3
1044,"Pine Hills CDP, California",8.4,7.8,8.5,12.3,13.7,16.1,19.3,22.2
1045,"Pine Mountain Club CDP, California",4.6,3.7,7.9,6.5,8,11.5,11.5,12.1
1046,"Pine Mountain Lake CDP, California",6.4,8.1,10.3,11.5,10.5,10.2,9.9,13.5
1047,"Pine Valley CDP, California",8.1,6.4,7.8,4.4,6,9.1,8.2,7.9
1048,"Pinole city, California",7.7,8.3,9.4,9.2,8.8,7.8,7.5,5.4
1049,"Piñon Hills CDP, California",25.1,16.1,17.5,15.8,19.2,18.2,18.7,17.9
1050,"Pioneer CDP, California",3.6,3.6,6.9,9.7,7.3,7.7,6,2.4
1051,"Piru CDP, California",11.2,12.3,15,9.9,9.7,10.1,9.4,10.1
1052,"Pismo Beach city, California",5.5,4.9,4.9,7.2,6.5,7.1,7.3,8.4
1053,"Pittsburg city, California",13.6,15.7,17.1,16.8,18.1,17.9,15.4,13.6
1054,"Pixley CDP, California",30.9,42.2,39.3,42.3,49.2,50.2,39.6,38.3
1055,"Placentia city, California",10.9,11.6,12.2,11.9,11.8,11.4,10.2,8.8
1056,"Placerville city, California",17,14,15.9,18.4,17.6,18.5,21.2,18.6
1057,"Plainview CDP, California",53.7,59.8,69.4,62.9,60.3,66.8,66.7,61
1058,"Planada CDP, California",16,19.7,26.1,27.1,28.1,28.5,28.5,24.8
1059,"Pleasant Hill city, California",6.9,8.5,8.8,9.1,9.5,9.9,8.1,8
1060,"Pleasanton city, California",3.5,4.2,4.6,4.8,4.4,4.4,4.1,4.3
1061,"Plumas Eureka CDP, California",5.6,0,0,0,0,3.9,3.9,5.9
1062,"Plumas Lake CDP, California",8.2,6.8,6.8,3.9,6.9,4.4,4.6,4.8
1063,"Plymouth city, California",14.5,13.3,12.2,11.3,14.3,16,15.8,13.2
1064,"Point Arena city, California",31.5,33.3,31.3,26,18.8,16.6,19.2,15.4
1065,"Point Reyes Station CDP, California",0.8,0,6.1,11.9,14.7,24,25.4,23
1066,"Pollock Pines CDP, California",9.7,11.3,10.1,9.9,11.6,15.5,14.9,18.6
1067,"Pomona city, California",17.2,18.7,20.4,21.6,22.6,22.1,21.5,20.7
1068,"Ponderosa CDP, California",0,0,0,0,0,0,-,-
1069,"Poplar-Cotton Center CDP, California",25.4,30.7,37.6,52.7,53.8,55.4,52.6,52.4
1070,"Port Costa CDP, California",0,0,0,0,0,0,0,0
1071,"Porterville city, California",25.9,25.6,25.5,27,28.8,30.9,31.7,30.1
1072,"Port Hueneme city, California",15.6,15.1,16.5,17.5,18.3,15,14.4,11.9
1073,"Portola city, California",12.5,14.7,13.8,18.7,22.5,21,22.5,26.8
1074,"Portola Valley town, California",1.8,2.4,2.2,2.8,2.7,3.7,2.6,2.7
1075,"Posey CDP, California",0,0,0,0,0,0,0,0
1076,"Poso Park CDP, California",-,-,-,0,0,0,0,0
1077,"Potrero CDP, California",39.4,38.7,40.5,31.9,6.8,8.8,20.8,23
1078,"Potter Valley CDP, California",3.8,5,5.3,4.3,4.9,5,19.6,22.3
1079,"Poway city, California",4.3,4.8,4.6,5.3,5.9,6,5.9,6.7
1080,"Prattville CDP, California",0,0,0,0,0,0,0,0
1081,"Princeton CDP, California",8.6,4.8,4.5,4.8,4.3,3.5,2.3,9.1
1082,"Proberta CDP, California",0,0,0,2.5,3.6,4.5,5.6,4.1
1083,"Prunedale CDP, California",8.5,8,9.1,9.7,9.7,9.8,9.8,8.3
1084,"Quartz Hill CDP, California",17,17.2,16.4,19.1,21.6,21.8,23.6,20.4
1085,"Quincy CDP, California",31.1,29.4,19.7,21.1,22.6,21.4,19.7,24.7
1086,"Rackerby CDP, California",28.4,26.4,23.7,27.3,0,0,15.8,22.7
1087,"Rail Road Flat CDP, California",4.1,5.9,27.7,31.3,26.7,33.5,31.6,7.1
1088,"Rainbow CDP, California",9.6,12.5,11.8,13.8,14.2,12.6,12.6,13.2
1089,"Raisin City CDP, California",49.8,58.5,63.6,76.2,60.7,58.2,50,53.2
1090,"Ramona CDP, California",10.7,11.7,13.4,11.7,10.2,9.5,9.4,7.9
1091,"Rancho Calaveras CDP, California",6.9,5.6,8.7,9.2,8,5.3,10,7.6
1092,"Rancho Cordova city, California",16.3,16,16.9,17.8,17.1,17.2,16.9,14.9
1093,"Rancho Cucamonga city, California",4.8,5.5,5.8,6.9,7.8,8.8,8.8,8.4
1094,"Rancho Mirage city, California",10.6,11.4,12,13.6,12.3,11,10.1,11.8
1095,"Rancho Murieta CDP, California",1.6,3.7,3,4.4,3.8,3.6,3,5
1096,"Rancho Palos Verdes city, California",3.9,4.7,4,4.5,4.4,4.3,4,4.5
1097,"Rancho San Diego CDP, California",2.9,2.8,5.1,5.7,7.4,8.8,12.1,9.8
1098,"Rancho Santa Fe CDP, California",3.2,2.8,6.2,12,14.6,11.9,13.3,12.3
1099,"Rancho Santa Margarita city, California",3.5,3.1,3.9,3.9,3.7,4,4.5,4.4
1100,"Rancho Tehama Reserve CDP, California",43.6,39.5,32.2,43.8,36.6,43.2,39.4,37.5
1101,"Randsburg CDP, California",23.8,26.9,30,8.6,7.8,10.7,19.9,22.4
1102,"Red Bluff city, California",26.5,29.7,28.9,26.5,24,24,24.6,25.3
1103,"Red Corral CDP, California",6.2,5.1,10.6,22.1,40.9,29.9,28.6,22.3
1104,"Redcrest CDP, California",0,0,0,0,0,0,0,0
1105,"Redding city, California",17.3,18.4,18.1,18.2,18.7,18.8,18.1,18.9
1106,"Redlands city, California",10.1,11.1,11.5,12.5,14.5,14.3,14.1,15.3
1107,"Redondo Beach city, California",5.5,5.2,5.9,5.4,5.2,4.7,5,4.8
1108,"Redway CDP, California",5.3,8.3,6.6,5.8,4.4,10,7.7,6.1
1109,"Redwood City city, California",9.6,9.4,9.1,9,8.6,9.4,9.1,9.2
1110,"Redwood Valley CDP, California",14.1,17.6,15.3,8.6,6.3,5.4,2.3,2.9
1111,"Reedley city, California",22.9,23.9,24,24.2,24.9,26.7,26.6,26.2
1112,"Reliez Valley CDP, California",0.4,2.2,2.7,2.3,2.3,3.3,1.9,2.1
1113,"Rialto city, California",14.7,16.1,19.2,19.1,20.3,19.7,18.8,17.9
1114,"Richfield CDP, California",14.2,12.3,15.6,21.7,17.3,13.1,14.2,8.7
1115,"Richgrove CDP, California",35.1,34.4,40.3,42.1,45.9,49.9,48.5,49.4
1116,"Richmond city, California",16.4,17.5,17.9,18.5,17.1,17.5,16.6,15.7
1117,"Richvale CDP, California",0,0,0,0,0,0,0,0
1118,"Ridgecrest city, California",13.2,12.6,12,13.2,13.5,15.4,16,16
1119,"Ridgemark CDP, California",22.2,6.6,6.4,6.2,5.2,2.3,2.2,1.9
1120,"Rio Dell city, California",13.9,12.6,15.3,11.7,15.8,16.7,14.5,11.4
1121,"Rio del Mar CDP, California",6.4,7.5,7.2,6.4,6.6,4.9,5.1,6.5
1122,"Rio Linda CDP, California",8.1,9,13.3,14.9,18.2,18.7,19.6,17.6
1123,"Rio Oso CDP, California",1.5,2,2.8,4,9.6,9.7,9.3,6.8
1124,"Rio Vista city, California",9.8,9.4,9.5,11.4,10.1,11.7,10.6,9
1125,"Ripley CDP, California",47.9,39.5,42.4,45.5,33.7,36.9,35,23.3
1126,"Ripon city, California",10.7,10,9.3,9.7,11.6,9.8,10.3,10.5
1127,"Riverbank city, California",14.9,15.5,16.6,16,12.5,12.1,11,11
1128,"Riverdale CDP, California",29.6,30.3,30.5,29.1,30,32.2,25.7,36.5
1129,"Riverdale Park CDP, California",20.3,30.5,42.6,53.3,42.2,29.1,33.5,32.4
1130,"River Pines CDP, California",34.7,28.4,7.7,9.9,0,0,0,0
1131,"Riverside city, California",14.9,15.8,17.5,19.1,19.7,18.8,17.8,16.6
1132,"Robbins CDP, California",9.1,39.6,33.1,45.2,41.7,46.7,29.8,27.1
1133,"Robinson Mill CDP, California",0,0,0,0,-,-,100,100
1134,"Rocklin city, California",4.4,5.2,7.4,8,8.3,8.6,8.5,7
1135,"Rodeo CDP, California",11.8,12.5,12.1,9,9.1,13,14.2,15.2
1136,"Rodriguez Camp CDP, California",35.8,41,54.5,55,72.4,83,100,89.5
1137,"Rohnert Park city, California",11.3,11.9,12.8,13.9,15.5,15.2,15.5,15
1138,"Rolling Hills city, California",1.1,1.5,1,1.5,2.1,2,2,2.2
1139,"Rolling Hills CDP, California",4.4,3.2,1.8,1.5,1.8,2.7,2.9,2.9
1140,"Rolling Hills Estates city, California",1.7,3.1,2.4,3.5,4,5.4,4.5,4.5
1141,"Rollingwood CDP, California",9.3,8.5,9.4,17.2,23.8,21.5,20.6,21.9
1142,"Romoland CDP, California",1.1,3.8,1.2,4.7,12.7,15.7,16.2,15.1
1143,"Rosamond CDP, California",22,23.6,21.2,17.7,18.1,18.7,16,17.8
1144,"Rosedale CDP, California",5.6,6.3,7.4,7.6,7,5.7,7.2,7.5
1145,"Rose Hills CDP, California",7.5,3.3,8.9,8.5,10.2,11.5,11.3,9
1146,"Roseland CDP, California",14.5,14.2,15.5,14.9,16.5,13.4,12,10.7
1147,"Rosemead city, California",14.2,14.8,17.2,18.8,20.3,19.3,20.6,18
1148,"Rosemont CDP, California",12.1,11.9,16.8,16.8,16.7,17.4,16.1,16.8
1149,"Roseville city, California",7.1,7.5,8.3,8.3,8.6,8.8,8.6,8.9
1150,"Ross town, California",6.7,8,7.7,8.9,8.3,5.1,6.3,7.2
1151,"Rossmoor CDP, California",2.7,3.1,4,3.3,2.4,2.9,3.6,3.9
1152,"Rough and Ready CDP, California",0,1.8,2.6,3.2,15.5,17,23.5,46.1
1153,"Round Mountain CDP, California",4.2,15.3,40.8,36.5,31.7,38.1,38.1,37.8
1154,"Round Valley CDP, California",2.4,5.5,8,10.5,10.3,10,4,7.2
1155,"Rouse CDP, California",42.1,46.8,45.3,50.8,54.3,47.3,47.4,40.4
1156,"Rowland Heights CDP, California",10.5,10,10.7,10.6,12.6,11.8,11.9,12.8
1157,"Running Springs CDP, California",10.6,10.1,9.3,10.9,11.8,12,13,18.9
1158,"Ruth CDP, California",13.2,5.6,7.7,10.4,11.6,12,42.4,42.1
1159,"Rutherford CDP, California",0,0,0,0,0,0,0,0
1160,"Sacramento city, California",17.3,18.6,20.2,21.9,22.3,22,21.4,19.8
1161,"St. Helena city, California",5.7,6.4,7.2,6.8,8.8,11.4,11.8,10.4
1162,"Salida CDP, California",10.3,6.6,7.5,7.3,9.2,8.7,8.5,9.5
1163,"Salinas city, California",18.1,20,20.8,21,20.5,20.2,18.9,17.2
1164,"Salmon Creek CDP, California",0,0,0,0,0,0,0,0
1165,"Salton City CDP, California",26.7,31.8,31.7,31.9,28.8,26.4,28.9,27.8
1166,"Salton Sea Beach CDP, California",25.2,30.9,34.4,46.4,59.1,67.6,68.3,64.5
1167,"Samoa CDP, California",19,17,17.2,11.9,23,34.3,38.2,43.5
1168,"San Andreas CDP, California",16.4,22.1,24.6,13.7,13.2,15.8,12.8,17.9
1169,"San Anselmo town, California",7.2,7.4,7.3,7,7.1,4.6,4.2,3
1170,"San Antonio Heights CDP, California",2.9,1.6,2.9,2.9,2.8,3.8,3.4,3.9
1171,"San Ardo CDP, California",15.1,14.6,8.8,20.3,27.8,28.8,26.8,35.6
1172,"San Bernardino city, California",27.4,28.6,30.6,32.4,33,33.4,32.3,30.6
1173,"San Bruno city, California",7.2,6.5,6.8,6.6,6.7,6.2,5.8,5.1
1174,"San Buenaventura (Ventura) city, California",9.4,10.5,10.6,10.7,10.8,11.4,10.7,11.2
1175,"San Carlos city, California",3.3,3.3,3.4,4.4,4.4,3.6,3.7,2.8
1176,"San Clemente city, California",7.2,7.4,7.9,8.6,9.2,8,7.1,6.4
1177,"Sand City city, California",17.1,29.1,35.6,29.3,25.6,30.8,20.9,14.9
1178,"San Diego city, California",14.1,14.6,15.4,15.6,15.8,15.4,15,14.5
1179,"San Diego Country Estates CDP, California",4.4,4.1,3.6,4.9,5.4,4,3.4,3.1
1180,"San Dimas city, California",5.4,6.7,7,6.6,6.9,6.8,7.6,8.5
1181,"San Fernando city, California",17.2,15.9,18.5,16.9,18.3,18.9,18.6,16.4
1182,"San Francisco city, California",11.9,12.3,13.2,13.5,13.3,13.2,12.5,11.7
1183,"San Gabriel city, California",13.7,13.2,12.4,13.3,13.9,13.8,13.3,13.3
1184,"Sanger city, California",24.6,23.5,23.7,22.7,22.2,23,28.3,29.2
1185,"San Geronimo CDP, California",6.9,2.1,6.4,7.4,7.6,10.4,10.4,7.7
1186,"San Jacinto city, California",17.2,17.6,18.9,17.4,19.1,20.4,18.4,18.2
1187,"San Joaquin city, California",42.9,49.7,48.8,51.7,52.7,54.2,46.3,43.9
1188,"San Jose city, California",10.8,11.1,11.7,12.2,11.8,11.3,10.9,10
1189,"San Juan Bautista city, California",14.4,13.4,13.1,11,10.9,8.9,7.5,5.9
1190,"San Juan Capistrano city, California",11.4,11.8,12.7,14.2,14.6,15.4,14.2,11.4
1191,"San Leandro city, California",8.6,9.9,8.5,10,11,10.6,10.3,11.1
1192,"San Lorenzo CDP, California",7.3,7.6,9.2,9,10,8.8,9.1,8.9
1193,"San Lucas CDP, California",5.8,28.1,39.6,40.3,35.1,38.2,27.6,16.9
1194,"San Luis Obispo city, California",31.3,31.5,30.5,32.4,32.9,33.4,32.7,32.4
1195,"San Marcos city, California",11.3,12.9,14.8,14.6,15.9,16,14.8,12.3
1196,"San Marino city, California",3.5,3.4,4.6,5.4,7.8,5.5,7.7,6.8
1197,"San Martin CDP, California",14.1,11.9,10.9,9.4,8.3,6.7,9.4,9.2
1198,"San Mateo city, California",5.9,5.9,6.5,7.1,7.4,7.6,7.9,8
1199,"San Miguel CDP (Contra Costa County), California",2.3,1.1,0.7,0.7,0.4,0.5,0.4,0.6
1200,"San Miguel CDP (San Luis Obispo County), California",26.6,16.8,20.4,22.1,21.7,19.1,28.8,22.7
1201,"San Pablo city, California",18.3,18.7,19.3,20.8,20.7,21.3,21,20
1202,"San Pasqual CDP, California",8.3,1.7,2.5,3,2.3,2.6,4.5,6.8
1203,"San Rafael city, California",10.3,10.8,10.7,12.2,13.9,13.2,13.7,14.5
1204,"San Ramon city, California",2.9,3.6,3.5,3.8,3.6,4.2,3.9,4.2
1205,"San Simeon CDP, California",0,0,0,14,25,34.5,21.8,18.7
1206,"Santa Ana city, California",17.9,19.5,20.7,21.5,22.1,22.1,21.2,19.5
1207,"Santa Barbara city, California",14.1,14.2,14.7,14,15.1,13.9,13.9,13.7
1208,"Santa Clara city, California",8.6,8.9,9,9,9,8.4,8.2,7.7
1209,"Santa Clarita city, California",7.6,7.7,8.6,9.5,9.3,9.3,9.2,8.8
1210,"Santa Cruz city, California",17.8,20.2,20.9,21.9,24.3,23.8,24.1,24.4
1211,"Santa Fe Springs city, California",8.9,8.1,8.4,9.1,11.1,12.6,12.2,13.9
1212,"Santa Margarita CDP, California",12.7,18.9,20,19.5,18.7,15.2,9.4,7.7
1213,"Santa Maria city, California",17.7,16.8,19.8,20.7,21.3,21.2,20.6,18.6
1214,"Santa Monica city, California",11.1,10.7,11.3,11.2,11.3,11.3,11.3,10.7
1215,"Santa Nella CDP, California",36.1,39.5,35.2,39.2,39.6,58.7,61.3,44
1216,"Santa Paula city, California",18.1,17.3,17.3,19.4,18.7,18,17.9,16
1217,"Santa Rosa city, California",12.2,12.8,13.2,13.5,13.3,12.6,12.2,11.8
1218,"Santa Rosa Valley CDP, California",8.7,5.5,4.4,4.8,6,5.4,4.9,5.1
1219,"Santa Susana CDP, California",0,0,4.4,11.5,11.7,13.4,12.2,8.8
1220,"Santa Venetia CDP, California",7.3,4.8,6.2,6.3,10.2,9.7,10,7.4
1221,"Santa Ynez CDP, California",3.6,3.9,4.7,6.3,9.1,8.3,8.1,10.8
1222,"Santee city, California",6.3,7.9,8.5,7.7,7.3,7.8,7,6.8
1223,"Saranap CDP, California",1.2,1.1,9.6,7.5,9.7,8.8,8.1,1.6
1224,"Saratoga city, California",4.2,3.4,3.4,3.7,3.6,3.6,4.5,4.8
1225,"Saticoy CDP, California",28.4,29.7,40,36.8,44.4,38.7,35.1,18.8
1226,"Sattley CDP, California",0,0,0,0,0,0,38.3,42.1
1227,"Sausalito city, California",6,6.3,5.6,5.9,5.3,5.6,5.6,5.7
1228,"Scotia CDP, California",4.3,3.9,3.8,1.9,5,5.9,9.3,17.4
1229,"Scotts Valley city, California",4.1,3.5,3.4,3.2,4.2,4.8,4.5,3.9
1230,"Seacliff CDP, California",12.4,10.1,12.6,15.2,10.4,9.2,13.6,10.9
1231,"Seal Beach city, California",6.9,7.7,8.2,9.9,9.1,8.1,8,7.3
1232,"Sea Ranch CDP, California",7.2,8.1,4.7,2.4,2.3,2.2,1.3,0
1233,"Searles Valley CDP, California",30.6,27.8,21.7,23.1,26.2,23.9,26.8,33.9
1234,"Seaside city, California",11.6,14.1,15.4,16.4,18.8,18.7,16,14.9
1235,"Sebastopol city, California",5.9,6.2,7.7,8.5,10.8,9.8,10.7,11
1236,"Seeley CDP, California",28.2,22.2,20.4,20.2,26.4,40.4,45.8,45.7
1237,"Selma city, California",22,22.7,24.9,23.3,26.7,24.3,23.1,23.3
1238,"Sequoia Crest CDP, California",-,0,0,0,0,0,-,-
1239,"Sereno del Mar CDP, California",0,0,0,0,21.6,26.2,14.8,17.5
1240,"Seville CDP, California",26.3,25.8,31.2,38.2,50.7,62.6,61.5,51.9
1241,"Shafter city, California",21.8,21.5,19,19.1,22.1,21.7,23.5,25.3
1242,"Shandon CDP, California",21.9,19.1,17.1,16.8,12.2,11.9,10.2,10.3
1243,"Shasta CDP, California",3.5,2.7,3.2,3.6,6.2,6.5,5.4,5
1244,"Shasta Lake city, California",16.4,15,20.5,21.2,19.7,19.7,19.7,17.1
1245,"Shaver Lake CDP, California",3.2,3.2,3.1,1.8,0.7,0.7,3.1,3.3
1246,"Shell Ridge CDP, California",2.1,4.3,6.3,4.5,2.4,2.5,0.7,0
1247,"Shelter Cove CDP, California",7.4,21.1,40.4,41.3,41.9,46.4,34.6,29.4
1248,"Sheridan CDP, California",12.9,5.1,9.7,16.5,28.3,29.2,25.7,22.2
1249,"Shingle Springs CDP, California",9.7,15.5,13.6,12.5,20.3,16.4,8.7,6.1
1250,"Shingletown CDP, California",6.9,6.7,8.5,13.1,14.3,14.1,18.7,13.7
1251,"Shoshone CDP, California",0,0,0,0,0,0,0,0
1252,"Sierra Brooks CDP, California",0,0,0,0,0,0,0,0
1253,"Sierra City CDP, California",13.1,39.8,29,30.8,32.3,4.6,5.4,6.1
1254,"Sierra Madre city, California",6.9,8.6,9.6,8.3,7.4,5.7,5.8,5.1
1255,"Sierra Village CDP, California",0,0,0,0,4.6,4.6,5.8,7.2
1256,"Sierraville CDP, California",46.4,54.6,84.4,88.6,74.4,9.1,10.3,37.5
1257,"Signal Hill city, California",7.9,10.8,14,14.1,15.7,18.1,15.6,12.4
1258,"Silverado Resort CDP, California",5.2,0,0,2,1.6,2.4,1.9,1.9
1259,"Silver City CDP, California",-,-,-,-,-,-,-,-
1260,"Silver Lakes CDP, California",12.7,13.9,12.1,16.9,12.5,11.5,12.5,13.9
1261,"Simi Valley city, California",5.8,6.2,6.6,6.6,6.6,6.1,6,6.2
1262,"Sisquoc CDP, California",18.8,14.2,16.6,19.3,9.8,9.3,9.1,6.7
1263,"Sky Valley CDP, California",11.4,16.7,19.7,28.3,26.7,24.8,19.1,20.2
1264,"Sleepy Hollow CDP, California",1.8,3.1,3,2.5,3.7,4.3,2.7,4.3
1265,"Smartsville CDP, California",46.2,45.9,44.3,43.2,4.9,3.7,2.1,1.4
1266,"Smith Corner CDP, California",54.5,23.3,42,49.9,26.9,23.6,20.4,9.6
1267,"Smith River CDP, California",5.9,2.3,27.3,23.7,27,27.8,23.9,12.8
1268,"Snelling CDP, California",43.3,47.4,42.9,28.3,16.4,10.6,7.6,5.2
1269,"Soda Bay CDP, California",6.9,10.6,12.8,14.4,15.4,13.9,11.9,10.3
1270,"Soda Springs CDP, California",0,0,0,0,0,0,0,0
1271,"Solana Beach city, California",7.6,7.7,8.1,8.9,6.4,6.8,6.5,4.9
1272,"Soledad city, California",15.5,15.8,18.5,21.3,20.5,19.7,15.4,12.2
1273,"Solvang city, California",6,6.6,5.6,8,14.1,11.1,11,14.7
1274,"Sonoma city, California",5.6,5.1,6,6.6,7.2,10.4,10.7,10.4
1275,"Sonora city, California",12.4,17.5,18.9,24.3,23.1,28,27.6,24.6
1276,"Soquel CDP, California",6.7,7.8,8.7,5.8,9.5,12.9,14.9,15.1
1277,"Soulsbyville CDP, California",7.6,5,2.8,5.5,9.9,7.4,10.5,8.7
1278,"South Dos Palos CDP, California",57.5,53.6,62.6,49.4,28.4,17.5,18,4.7
1279,"South El Monte city, California",15.6,17.4,20.6,19.4,17.8,20.5,19.1,18.7
1280,"South Gate city, California",18.5,19.6,20.6,21.1,21,20,20.3,19.3
1281,"South Lake Tahoe city, California",17.7,18.4,17.5,18.3,18.5,18.5,16.3,15.5
1282,"South Monrovia Island CDP, California",12.7,13.8,16.1,18,19,15.5,15.5,14.6
1283,"South Oroville CDP, California",45.9,35.2,32.7,31.9,38.3,41,36.2,44.6
1284,"South Pasadena city, California",6.6,6.1,7.6,6.7,7.8,7.8,9.1,8.2
1285,"South San Francisco city, California",6.3,5.6,7,7.1,7.2,7.8,8,7.4
1286,"South San Gabriel CDP, California",12.2,11.1,13.2,13.3,11.2,13.1,13.3,13.1
